tokens;labels
['@PSOE', '@sanchezcastejon', 'por', 'que', 'no', 'aplicais', 'la', 'corrupción', 'sistémica', 'a', 'la', 'cúpula', 'de', 'la', 'junta', 'de', 'andalucia', 'sois', 'todos', 'patéticos', 'pp', 'PSOE', 'iu'];['B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'B-Propio_partido']
['El', 'lema', 'que', 'inspira', 'la', 'sede', 'de', '@CiudadanosCs', ',', 'la', 'clave', 'del', 'éxito', '.', 'https', ':', '/', '/', 't', '.', 'co', '/', 'oVdtgVu64m'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', 'ade', '+', 'lxs', '1', 'defendemos', 'la', 'libertad', 'en', '2015', 'nos', 'acusáis', 'de', 'terroristas', ',', 'y', 'lo', 'habéis', 'firmado', 'vosotrxs', 'también', '.', '#CastillaLibre'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@JESUSJAVIERMNDZ', '@loqveoenlcamino', 'Q', 'yo', 'sepa', '@UPyD', 'denuncia', 'con', 'hechos', 'toda', 'corrupción', '-', 'los', 'únicos', '-', 'e', 'ideología', 'nacionalista', 'q', 'destruye', 'conviv'];['O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@JASaiz64', '@golindelasenda', '@ahorapodemos', 'Pero', 'las', 'manifestaciones', 'contra', 'el', 'trasvase', 'Tajo', '-', 'Segura', 'reúnen', 'como', 'mucho', '10000', 'personas', 'en', 'Toledo', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['A', 'punto', 'de', 'enpezar', 'acto', '@esquerraunida', 'en', 'Sagunto', '.', '@agarzon', '@iblanco_eu', '@guillesampedro', 'http', ':', '/', '/', 't', '.', 'co', '/', '5lliPmX6Aa'];['O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Otra', 'demostración', 'de', 'sectarismo', ',', 'cinismo', 'y', 'odio', 'ficticio', 'de', '@agarzon', 'el', 'que', 'llama', 'asesinos', '@guardiacivil', 'https', ':', '/', '/', 't', '.', 'co', '/', 'qbC3HjXlni'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@iblanco_eu', 'que', 'grandes', 'sois', '!', '!', '@esquerraunida', '@agarzon', '@iunida', '@JaumeMayor', '@cayo_lara', '@Elba_Celo', '@guillesampedro', '@JessMonlenPeir', '@JEUPV'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O']
['@JASaiz64', '@golindelasenda', '@ahorapodemos', 'De', 'poderes', 'fácticos', ',', 'mejor', 'no', 'hablar', '.', 'La', 'mal', 'llamada', 'Macomunidad', 'de', 'los', 'Regantes', 'del', 'Taibilla', '-', '>'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O']
['@marianorajoy', 'que', 'hace', 'Trillo', 'todavía', 'de', 'embajador', 'después', 'de', 'haber', 'cobrado', 'por', 'una', 'asesoría', 'verbal', '350', '.', '000', '\x80', '@PPopular'];['B-Propio_partido', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido']
['Estoy', 'empadronado', 'en', 'un', 'municipio', 'donde', 'se', 'presenta', '@iunida', 'sin', 'motes', '.', 'XD'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O']
['@policia', 'Al', 'que', 'debían', 'detener', 'es', 'al', 'ministro', ',', 'que', 'es', 'culpable', 'de', 'los', 'asesinatos', 'de', 'Ceuta', 'o', '@marianorajoy', 'por', 'su', 'apartheid', 'sanitario', '.', '.', '.'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@AgenteMahoney', '@mdcospedal', '@PPopular', 'Es', 'cuando', 'dicen', 'la', 'verdad', '?', '?'];['O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Su', 'Señoría', '@agarzon', 'se', 'alegró', 'de', 'lo', 'que', 'motivó', 'que', 'otros', 'muchos', 'sufrieran', '@MasClaro13tv', '@alfonsomerlos', '@Chema_pv', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ng3jwV2GqT'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sacedator', '@agarzon', '@Ainhat', '@Kelpie75', '@EstherDPedroche', 'Escarbando', 'para', 'otra', 'cosa', 'encontré', 'esto', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', '3wj0FbfJWE'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@ahorapodemos', 'como', 'estan', 'viviendo', 'esta', 'casta', 'a', 'costa', 'de', 'tanta', 'hambre', ',', 'y', 'miseria', ',', 'si', 'este', 'pueblo', 'despierta', 'algun', 'dia', ',', 'Pablo', 'presidente'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O']
['@JorgeBellver', '@ritabarbera', '@DebatAlRojoVivo', '@cayo_lara', '@sanchezcastejon', 'BELLVER', '.', 'Habla', 'd', 'aval', 'en', 'la', 'gestión', '.', '¿', 'Así', 'llama', 'al', 'expolio', 'de', 'Vcia', '?'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O']
['pues', 'yo', 'creo', 'que', 'el', '25', '%', 'que', 'cree', 'que', 'el', 'sol', 'gira', 'alrededor', 'de', 'la', 'tierra', 'son', 'los', 'votantes', 'del', '@PPopular'];['O', 'O', 'O', 'O', 'O', 'B-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'I-Educacion', 'O', 'O', 'B-Propio_partido', 'O', 'O']
"['Somos', 'LIBRES', 'para', 'luchar', 'por', 'el', 'municipio', 'que', 'mereces', '.', 'Somos', 'UPyD', 'Rivas', 'Vaciamadrid', '.', '.', '.', ""'"", 'gente', 'como', 'tú', '.', ""'"", 'https', ':', '/', '/', 't', '.', 'co', '/', 'neghIYBvTw']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@marianorajoy', '@586ca1383e084c8', '?', '?', 'tiene', 'cojones', ',', 'ó', 'no', 'tiene', 'cojones', 'el', 'gallego', '.', 'Encima', 'va', 'd', 'intelectual', 'el', 'menda'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['.', '@UPyD', 'defiende', 'el', 'ferrocarril', 'como', 'instrumento', 'clave', 'para', 'el', 'desarrollo', 'económico', 'de', '#Palencia', 'http', ':', '/', '/', 't', '.', 'co', '/', 'MgrqdxrYI0'];['O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#MálagaDebate', 'Cumplir', 'la', 'Constitución', '?', 'El', '@PPopular', 'debería', 'repasarla', ',', 'la', 'tiene', 'olvidada', 'https', ':', '/', '/', 't', '.', 'co', '/', 'wuDAFdtSCJ'];['O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'FcOyTWZMr9', '#Transparentes', 'https', ':', '/', '/', 't', '.', 'co', '/', 's5EXEv9r2Q'];['O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@agarzon', 'No', ',', 'lo', 'digo', 'porque', 'Messi', 'no', 'sabe', 'ni', 'lo', 'que', 'gana', ',', 'solo', 'se', 'dedica', 'a', 'jugar', 'al', 'futbol', ',', 'y', 'compararlo', 'con', 'el', 'ladrón', 'de', 'Botín', 'es', 'de', 'necios'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O']
"['""', '@sanchezcastejon', ':', 'Tras', 'apoyar', 'a', 'nuestros', 'candidatos', 'en', 'Ourense', ',', 'de', 'camino', 'a', 'la', 'Feria', 'del', 'Libro', 'en', 'Ponferrada', '""', 'a', 'montarse', 'en', 'la', 'noria']";['O', 'B-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PSOE', 'y', 'luego', 'Podemos', 'son', 'los', 'populistas', ',', 'anda', 'a', 'pastar', 'que', 'esto', 'ni', 'es', 'viable', 'ni', 'vais', 'a', 'hacerlo'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@MVTARDE', '@PPopular', 'mas', 'bien', 'corrompida'];['O', 'B-Propio_partido', 'O', 'O', 'O']
['Encuentran', 'a', '@sanchezcastejon', 'en', 'Tenerife', ',', 'en', 'San', 'Juan', 'de', 'la', 'Rambla', ',', 'dispuesto', 'a', 'comprar', 'libros', 'y', 'rosas', '.'];['O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'kPbHVNivnD', '#Transparentes', 'https', ':', '/', '/', 't', '.', 'co', '/', 'AQdVPxHBmu'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@rubenjuans', '@EPMurcia', 'lo', 'dicho', '.', '.', '#PPSOE', 'propuestas', 'inalcanzables', 'y', 'engañosas', ',', 'en', '@UPyD', 'propuestas', 'realistas', 'y', 'de', 'ayuda', 'al', 'desarrollo'];['O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'qfGyCsj7Bv'];['O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@josepguijarro', '@Albert_Rivera', '@LorenzoFBueno', '@brunocardenosa', 'que', 'orgullo', 'firmar', 'con', 'un', 'señor', 'que', 'dice', 'ciertas', 'cosas', 'sobre', 'inmigración'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos']
['Estrategias', 'digital', 'públicas', 'en', 'Sanidad', ',', 'tanto', 'del', 'Ministerio', 'como', 'del', 'Ministro', '@AlfonsoAlonsoPP', ',', '\x93', 'innecesario', '\x94', 'http', ':', '/', '/', 't', '.', 'co', '/', 'Wnzl4edljP'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sanidad', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Delote', '@rosadiezupyd', 'Estrategia', 'Simenone', ':', 'Cuando', 'no', 'puedes', 'con', 'tu', 'rival', 'por', 'las', 'buenas', ',', 'toca', 'defenderse', ',', 'embarrar', 'el', 'campo', 'y', 'juego', 'sucio', '.'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@CiudadanosCs', 'vaya', 'estafa', 'de', 'partido', ',', 'se', 'creen', 'que', 'somos', 'tontos', '.', '#LaHoraAzulPP330', 'https', ':', '/', '/', 't', '.', 'co', '/', 'se4I43CSch'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['#HechosNoPalabras', '@UPyD', 'ha', 'reclamado', 'una', 'Ley', 'contra', 'el', 'maltrato', 'animal', ',', 'y', 'endurecer', 'sanciones', 'http', ':', '/', '/', 't', '.', 'co', '/', 'UDA5z57ZrH', 'http', ':', '/', '/', 't', '.', 'co', '/', 'HBiuikennn'];['O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Turno', 'para', 'nuestra', 'candidata', 'a', 'la', 'Asamblea', 'de', 'Madrid', 'por', '@iunida', '@Montse_IzAb', '@IUsanblas', 'http', ':', '/', '/', 't', '.', 'co', '/', 'CTQWD3Aglx'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'B-Propio_partido', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PSOE', 'y', 'ya', 'mismo', 'invisibles', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O']
['.', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'lvJdiSkGJt', '#Transparentes', 'https', ':', '/', '/', 't', '.', 'co', '/', 'J80d4U5HfM'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@davidsoria00', '@ramonmarcos', '@VictorLDelgado', '@UPyD', 'q', 'decir', 'del', 'PP', 'a', 'estas', 'alturas', 'todos', 'debieran', 'estar', 'dimitiendo', 'en', 'bloque'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Os', 'invito', 'a', 'entrar', 'en', 'la', 'web', 'de', 'mi', 'equipo', 'y', 'candidatura', '@UPyD', 'para', 'la', 'Presidencia', 'Com', '.', 'Madrid', 'http', ':', '/', '/', 't', '.', 'co', '/', 'uyqAGX3SGe', 'http', ':', '/', '/', 't', '.', 'co', '/', 'GwZOm1iD5O'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Contrato', 'Único', 'Indefinido', ':', 'La', 'solución', 'de', '@UPyD', 'para', 'reactivar', ',', 'de', 'verdad', ',', 'el', 'empleo', '.', 'Es', 'momento', 'de', 'innovar', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'tpnCoGBWkg'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Herzogoff', '@UPyD', 'No', 'hay', 'base', 'de', 'dinero', 'o', 'legal', 'para', 'recurrir', '?'];['O', 'B-Propio_partido', 'B-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos', 'I-Otros_aspectos']
['@Paco_Glez_', '@UPyD', 'UPYD', 'hoy', 'hace', 'lo', 'mismo', '.', 'Deja', 'impune', 'a', 'Mas', 'y', 'a', 'los', 'pujol', 'o', 'a', 'Narcis', 'Serra', '.', 'Y', 'todp', 'queda', 'en', 'Bankia', ',', 'que', 'conviene', 'a', 'Soraya', '.'];['B-Otros_aspectos', 'I-Otros_aspectos', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'O']
['@Pablo_Iglesias_', 'Hijo', 'de', 'puta', 'mucho', 'que', 'dices', 'que', 'hay', 'que', 'publicar', 'los', 'sueldos', 'pero', 'lo', 'que', 'ganas', 'de', 'mecánico', 'nada', 'xD', 'http', ':', '/', '/', 't', '.', 'co', '/', 'lg1NQOdbOG'];['B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@iunida', 'les', 'sobra', 'nuestro', 'dinero', ',', 'que', 'cutrez', '.'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Que', 'gran', 'verdad', '.', 'Prioridad', 'privado', ',', 'el', 'dinero', '.', 'Prioridad', 'público', ',', 'el', 'paciente', '.', '@SocialistesVa', 'l', '@XimoPresident', '@PSOE', 'https', ':', '/', '/', 't', '.', 'co', '/', '6Q5GejVtIz'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Sanidad', 'O', 'B-Sanidad', 'B-Sanidad', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', '@PSOE', 'pone', 'en', 'marcha', 'el', 'mayor', 'portal', 'de', '#transparencia', 'política', 'de', 'España', 'http', ':', '/', '/', 't', '.', 'co', '/', '52eMFg7RDB', '#AsiSi', 'https', ':', '/', '/', 't', '.', 'co', '/', 'Ilub4QfRam'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Dice', '@Albert_Rivera', 'que', 'con', 'la', 'reforma', 'fiscal', 'de', '@CiudadanosCs', 'el', 'paro', 'bajaría', 'al', '10', '%', 'http', ':', '/', '/', 't', '.', 'co', '/', 'VSpinFNyR4'];['O', 'O', 'O', 'O', 'O', 'B-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@PSOE', 'vaya', ',', 'desde', 'cuando', 'un', 'libro', 'se', 'come', 'con', 'lo', 'que', 'está', 'cayendo', '?', '?'];['B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Modess83', 'Casi', '5', 'millones', '(', '4', '.', '970', '.', '720', ')', 'andaluces', 'no', 'votaron', 'al', '@PSOE', 'el', 'resto', 'es', 'cosa', 'del', 'sistema', 'electoral', ',', 'ademas', 'ha', 'sido', 'su', 'peor', 'resultado'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@sanchezcastejon', 'Si', 'la', 'Ley', 'no', 'lo', 'permite', 'porque', 'pides', 'una', 'ilegalidad', '?'];['B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['@VivalaRepublic1', '@CiudadanosCs', '@ahorapodemos', '@miguelmacho5029', '¡', 'Yá', ',', 'pero', 'los', 'de', 'C', ""'"", 's', ',', 'yo', 'sé', ',', 'perfectamente', 'que', 'son', 'unos', ',', 'fáchas', 'encubiertos', '.']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['El', 'portal', 'de', 'transparencia', 'del', '@PSOE', 'se', 'olvida', 'de', 'los', 'bienes', 'de', 'la', 'candidata', 'de', '«', 'Carbayo', '»'];['O', 'B-Propio_partido', 'I-Propio_partido', 'I-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['La', 'candidata', 'de', '@iunida', 'a', 'la', 'alcaldía', 'del', 'ayuntamiento', 'de', 'Madrid', '@RaquelLopezIU', 'interviene', 'en', 'el', 'acto', 'de', 'San', 'Blas', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', '2pxx4OAHwV'];['O', 'O', 'O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@nezarza77', '@Albert_Rivera', 'Según', '?', '?', 'la', 'intención', 'de', 'voto', ',', '?', '?', 'los', 'trolls', ',', 'montajes', 'y', 'las', 'mentiras', '.', 'Yo', 'no', 'creo', 'nada', 'q', 'no', 'esté', 'en', 'el', 'programa', 'oficial'];['O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@Pablo_Iglesias_', 'Pablo', 'esto', 'tiene', 'que', 'acabar', '.', '.', 'espero', 'que', 'tu', 'tomes', 'cartas', 'en', 'este', 'asunto', '.', '.', '.', '.', '.'];['B-Otros_aspectos', 'B-Otros_aspectos', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['pues', 'la', 'junta', 'de', '#andalucia', 'no', 'lo', 'es', ',', 'podeis', 'darle', 'lecciones', 'de', 'trasnparecia', '@PSOESanJeronimo', '@PSOE'];['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Otros_aspectos', 'O', 'O']
"['@Albert_Rivera', '""', 'Es', 'buen', 'síntoma', 'ir', 'consiguiendo', 'que', 'se', 'hable', 'de', 'reformas', 'economico', '-', 'sociales', '.', 'A', 'ver', 'si', 'se', 'animan', 'otros', '""', 'http', ':', '/', '/', 't', '.', 'co', '/', 'Cp8obxdZr4']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Economia', 'I-Economia', 'I-Economia', 'I-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['""', 'La', 'número', 'tres', 'de', '@CiudadanosCs', 'de', 'Madrid', 'enmudece', 'ante', 'la', 'corrupción', '""', 'http', ':', '/', '/', 't', '.', 'co', '/', 'rfJDpdkHwD', 'El', 'millor', 'és', 'el', 'tio', ':', '""', 'para', 'eso', 'votamos', 'al', 'PP', '""']";['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Propio_partido', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['@serca1', '@JJavaloys', '@CiudadanosCs', 'Si', 'es', 'así', ',', 'propón', 'bajar', 'todos', 'los', 'impuestos', 'y', 'reducir', 'un', '50', '%', 'el', 'salario', 'de', 'todos', 'los', 'políticos', '.'];['O', 'O', 'B-Economia', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
