text_tokens;tags
['@inigocaravaca', '@andresysara10', '@Albert_Rivera', '@PSOE', '@PPopular', '@ahorapodemos', 'Sí', ',', '6000', 'millones', 'defraudado', 'del', 'PSOE', 'es', 'astronómico', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
['@RamnCasares', '@andresysara10', '@Albert_Rivera', '@PSOE', '@PPopular', '@ahorapodemos', 'creo', 'que', 'estas', 'perdiendo', 'el', 'hijo', '.', 'Votare', 'a', 'Ciudadanos'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
['@inigocaravaca', '@andresysara10', '@Albert_Rivera', '@PSOE', '@PPopular', '@ahorapodemos', 'Los', 'que', 'pactan', 'con', 'la', 'corrupcón', 'de', '@_susanadiaz', '6000', 'millones'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]
['Verás', '@inigocaravaca', ',', '@Albert_Rivera', 'quiere', 'formar', 'un', 'pacto', 'contra', 'el', '*PP', 'para', 'acabar', 'con', 'la', 'corrupción', 'con', '@PSOE', 'y', '@ahorapodemos', '.'];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]
['@MasClaro11tv', '@FranReyes1', '@alfonsomerlos', '@agarzon', 'PARA', 'LOS', 'JUECES', 'EL', 'TERMINO', ', 'APOLOGIA', ', 'QUE', 'SIGNIFICA', '?'];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@Pablo_Iglesias', '_', 'mucha', 'suerte', '.', 'Que', 'pronto', 'este', 'mundo', 'tenga', 'una', 'España', 'más', 'justa', ',', 'ojalá', 'republicana', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
['El', 'origen', 'de', 'la', 'fortuna', 'de', 'los', 'diputados', 'del', 'pp', ',', 'es', 'de', 'origen', 'sospechoso', 'y', 'no', 'dice', 'nada', 'claro', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'SYn1fSmCvh', '@Pablo_Iglesias_'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@Pablo_Iglesias_', 'Y', 'tampoco', 'queremos', 'q', 'se', 'enriquezcan', 'comunidades', 'con', 'nuestro', 'agua', ',', 'qremos', '1', 'Aragón', 'verde', '.', '¿', 'Perdiendo', 'votos', 'antes', 'de', 'empezar', '?'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marisamorenom', 'eso', 'he', 'preguntado', 'siempre', ',', 'pero', 'me', 'bloquea', '@agarzon', '@Caninator', 'y', 'hasta', 'la', 'cuenta', 'oficial', '@ALEASIU'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
['@Pablo_Iglesias_', 'No', 'veo', 'nada', 'de', 'la', 'sapiencia', 'de', 'Aznar', 'ahí', '.', '.', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
['@SigfridSoria', '@PPopular', '1', ',', '1', 'BILLONES', 'DE', 'DEUDA', '*MarcaEspana'];[0, 1, 0, 0, 0, 0, 0, 0, 0]
['@MasClaro11tv', '@alfonsomerlos', '@agarzon', '@ElMundoEspana', '@elmundoes', 'Espero', 'pruebes', 'tu', 'propia', 'medicina', '.', 'Y', 'que', 'se', 'la', 'prescriban', 'por', 'vía', 'rectal', '.', '.', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@rosadiezupyd', 'Sin', 'dinero', 'para', 'campañas', 'pero', 'llenos', 'de', 'esperanzas', 'para', 'la', 'regeneracion', 'democratica', ',', 'un', 'aplauso', 'para', 'nuestros', 'candidatos', '!'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Ésta', 'es', 'nuestra', 'esencia', '.', '*Libres', '*HonestosyCapaces', '@FerJimenRo', '@UPyD', 'http', ':', '/', '/', 't', '.', 'co', '/', '168IxDJYsj'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['¿', 'Cuànto', 'ingresaron', 'los', 'candidatos', 'autonómicos', 'del', '@PSOE', 'el', 'último', 'año', '?', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ITUvmzbo6z'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Esta', 'mujer', 'es', 'la', 'viva', 'imagen', 'de', 'la', 'soberbia', 'y', 'el', 'cinismo', 'que', 'caracteriza', 'al', '@PPopular', 'https', ':', '/', '/', 't', '.', 'co', '/', 't1QWZ1dwGf'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@sergiofdezp', 'con', 'que', 'el', '@PSOE', 'no', 'firme', 'el', 'tratado', 'ultra', 'neo', '*liberal', 'seria', '1', 'punto', '*TTIP'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
['Otra', 'cagada', 'más', 'de', '@UPyD', 'y', '@CiudadanosCs', 'y', 'eso', 'que', 'venían', 'a', 'cambiar', 'las', 'malas', 'prácticas', 'políticas', '.', 'Más', 'de', 'lo', 'mismo', '.', 'https', ':', '/', '/', 't', '.', 'co', '/', 'lRaBA9wfFa'];[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PPopular', 'Convoquen', 'elecciones', 'anticipadas', 'y', 'acaben', 'con', 'estos', 'despropositos', '.', 'Esramos', 'asqueados', ',', 'avergonzafis', ',', 'defraudados', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@CiudadanosCs', 'TELEFONICA', 'ESPLOTA', 'A', 'SU', 'TRABAJADORES', 'EN', 'ESPAÑA', 'https', ':', '/', '/', 't', '.', 'co', '/', 'NmzCmqyH8r', 'CIUDADANS', 'CALLA', 'PK', 'APOYA', 'GRANDES', 'EMPRESAS'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@Ivan_Pietri', '@ANDRES_CANO11', '@abc_es', '@elpais_espana', '@marianorajoy', '¡', 'Sálvate', 'ESPAÑA', '!', '¡', 'Sálvate', 'del', 'COMUNISMO', 'de', '@ahorapodemos', '!'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
['Gracias', 'a', '@ramonmarcos', 'de', '@UPyD', 'por', 'hacerse', 'eco', 'de', 'la', 'problemática', 'de', 'los', '*AgentesForestales', 'en', 'su', 'programa', 'electoral', 'en', 'Madrid', '.', '?', '?', '?', '?'];[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PSOE', '@sanchezcastejon', 'como', 'se', 'nota', 'que', 'ya', 'ha', 'empezado', 'la', 'fiesta', 'electoral', '!', '!', '!', '!'];[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@pp', '@PSOE', '@upn_navarra', 'Moción', 'Genocidio', 'ETA', '176', 'votos', 'a', 'favor', ',', '11', 'votos', 'en', 'contra', '.', 'Trabajo', 'útil', 'DyJ', 'comprometido', 'con', 'la', 'justicia', 'y', 'víctimas'];[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['En', 'media', 'hora', 'en', 'La', 'Vaguada', ',', 'nuestro', 'candidato', '@davidortegaUPyD', 'te', 'cuenta', 'como', 'vamos', 'a', 'cambiar', '*Madrid', '*DavidOrtega1011', '*Libres', '@UPyD'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@tuitocracia', '@Pablo_Iglesias_', '@Albert_Rivera', '@marianorajoy', '@ierrejon', '@agarzon', 'cuando', 'creeis', 'que', 'Pablo', 'Iglesias', 'llegara', 'al', 'millon', '?'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]
['@AngelaChanningg', '@JosePerLo', '@PPopular', '.', '.', '.', 'y', ',', 'en', 'politica', ',', 'la', 'ética', 'debería', 'ser', 'tan', 'importante', 'como', 'la', 'legalidad', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@ANGELJREP', '@Luisggarmi', '@Albert_Rivera', 'Si', 'lo', 'haces', 'Angelin', ',', 'revisa', 'tu', 'TL', 'y', 'lo', 'veras', '¿', 'no', 'ves', 'como', 'eres', 'muy', 'tonto', '?'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Nos', 'dice', 'Comisario', 'Mimica', 'q', 'Comisión', 'Europea', 'pide', 'a', 'estados', 'compromiso', 'c', '0', ',', '7', '%', 'AOD', '.', 'Q', 'posición', 'llevará', '@marianorajoy', '?', 'http', ':', '/', '/', 't', '.', 'co', '/', '8WeeMi1cNM'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Si', 'quieres', 'echar', 'una', 'mano', 'al', 'trabajo', 'de', '@UPyD', 'para', 'estar', 'en', 'más', 'instituciones', 'en', 'mayo', ',', 'aquí', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', 'zzYm1PVpIk', 'http', ':', '/', '/', 't', '.', 'co', '/', 'K8VDe1ojBD'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Politicuchos', 'demagogos', 'en', 'la', 'nómina', 'de', 'los', 'tiranos', 'de', 'Venezuela', 'En', 'cambio', 'genial', '@Pablo_Iglesias_'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
['Partido', 'UPyD', ',', 'un', 'partido', 'nacional', ',', 'progresista', 'y', 'transversal', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'J1KoCpxhsX', 'vía', '@upyd'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@paloma_ssm', '@javipoveda81', '@marianorajoy', 'Pues', 'lo', 'hace', ',', 'gracias', 'a', 'una', 'legion', 'de', 'analfabetos', ',', 'nostalgicos', 'del', 'regimen', 'y', 'corruptos', 'de', 'cuello', 'duro'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PSOE', '@sanchezcastejon', 'por', 'que', 'no', 'aplicais', 'la', 'corrupción', 'sistémica', 'a', 'la', 'cúpula', 'de', 'la', 'junta', 'de', 'andalucia', 'sois', 'todos', 'patéticos', 'pp', 'PSOE', 'iu'];[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]
['El', 'lema', 'que', 'inspira', 'la', 'sede', 'de', '@CiudadanosCs', ',', 'la', 'clave', 'del', 'éxito', '.', 'https', ':', '/', '/', 't', '.', 'co', '/', 'oVdtgVu61m'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@sanchezcastejon', 'ade', '+', 'lxs', '1', 'defendemos', 'la', 'libertad', 'en', '1011', 'nos', 'acusáis', 'de', 'terroristas', ',', 'y', 'lo', 'habéis', 'firmado', 'vosotrxs', 'también', '.', '*CastillaLibre'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@JESUSJAVIERMNDZ', '@loqveoenlcamino', 'Q', 'yo', 'sepa', '@UPyD', 'denuncia', 'con', 'hechos', 'toda', 'corrupción', '-', 'los', 'únicos', '-', 'e', 'ideología', 'nacionalista', 'q', 'destruye', 'conviv'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@JASaiz61', '@golindelasenda', '@ahorapodemos', 'Pero', 'las', 'manifestaciones', 'contra', 'el', 'trasvase', 'Tajo', '-', 'Segura', 'reúnen', 'como', 'mucho', '10000', 'personas', 'en', 'Toledo', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]
['A', 'punto', 'de', 'enpezar', 'acto', '@esquerraunida', 'en', 'Sagunto', '.', '@agarzon', '@iblanco_eu', '@guillesampedro', 'http', ':', '/', '/', 't', '.', 'co', '/', '1lliPmX6Aa'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Otra', 'demostración', 'de', 'sectarismo', ',', 'cinismo', 'y', 'odio', 'ficticio', 'de', '@agarzon', 'el', 'que', 'llama', 'asesinos', '@guardiacivil', 'https', ':', '/', '/', 't', '.', 'co', '/', 'qbC1HjXlni'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@iblanco_eu', 'que', 'grandes', 'sois', '!', '!', '@esquerraunida', '@agarzon', '@iunida', '@JaumeMayor', '@cayo_lara', '@Elba_Celo', '@guillesampedro', '@JessMonlenPeir', '@JEUPV'];[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]
['@JASaiz61', '@golindelasenda', '@ahorapodemos', 'De', 'poderes', 'fácticos', ',', 'mejor', 'no', 'hablar', '.', 'La', 'mal', 'llamada', 'Macomunidad', 'de', 'los', 'Regantes', 'del', 'Taibilla', '-', '>'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]
['@marianorajoy', 'que', 'hace', 'Trillo', 'todavía', 'de', 'embajador', 'después', 'de', 'haber', 'cobrado', 'por', 'una', 'asesoría', 'verbal', '110', '.', '000', '\x80', '@PPopular'];[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
['Estoy', 'empadronado', 'en', 'un', 'municipio', 'donde', 'se', 'presenta', '@iunida', 'sin', 'motes', '.', 'XD'];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
['@policia', 'Al', 'que', 'debían', 'detener', 'es', 'al', 'ministro', ',', 'que', 'es', 'culpable', 'de', 'los', 'asesinatos', 'de', 'Ceuta', 'o', '@marianorajoy', 'por', 'su', 'apartheid', 'sanitario', '.', '.', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@AgenteMahoney', '@mdcospedal', '@PPopular', 'Es', 'cuando', 'dicen', 'la', 'verdad', '?', '?'];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]
['Su', 'Señoría', '@agarzon', 'se', 'alegró', 'de', 'lo', 'que', 'motivó', 'que', 'otros', 'muchos', 'sufrieran', '@MasClaro11tv', '@alfonsomerlos', '@Chema_pv', 'http', ':', '/', '/', 't', '.', 'co', '/', 'ng1jwV1GqT'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@sacedator', '@agarzon', '@Ainhat', '@Kelpie71', '@EstherDPedroche', 'Escarbando', 'para', 'otra', 'cosa', 'encontré', 'esto', ':', 'http', ':', '/', '/', 't', '.', 'co', '/', '1wj0FbfJWE'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@ahorapodemos', 'como', 'estan', 'viviendo', 'esta', 'casta', 'a', 'costa', 'de', 'tanta', 'hambre', ',', 'y', 'miseria', ',', 'si', 'este', 'pueblo', 'despierta', 'algun', 'dia', ',', 'Pablo', 'presidente'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]
['@JorgeBellver', '@ritabarbera', '@DebatAlRojoVivo', '@cayo_lara', '@sanchezcastejon', 'BELLVER', '.', 'Habla', 'd', 'aval', 'en', 'la', 'gestión', '.', '¿', 'Así', 'llama', 'al', 'expolio', 'de', 'Vcia', '?'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
['pues', 'yo', 'creo', 'que', 'el', '11', '%', 'que', 'cree', 'que', 'el', 'sol', 'gira', 'alrededor', 'de', 'la', 'tierra', 'son', 'los', 'votantes', 'del', '@PPopular'];[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0]
['Somos', 'LIBRES', 'para', 'luchar', 'por', 'el', 'municipio', 'que', 'mereces', '.', 'Somos', 'UPyD', 'Rivas', 'Vaciamadrid', '.', '.', '.', ', 'gente', 'como', 'tú', '.', ', 'https', ':', '/', '/', 't', '.', 'co', '/', 'neghIYBvTw'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@marianorajoy', '@186ca1181e081c8', '?', '?', 'tiene', 'cojones', ',', 'ó', 'no', 'tiene', 'cojones', 'el', 'gallego', '.', 'Encima', 'va', 'd', 'intelectual', 'el', 'menda'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['.', '@UPyD', 'defiende', 'el', 'ferrocarril', 'como', 'instrumento', 'clave', 'para', 'el', 'desarrollo', 'económico', 'de', '*Palencia', 'http', ':', '/', '/', 't', '.', 'co', '/', 'MgrqdxrYI0'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['*MálagaDebate', 'Cumplir', 'la', 'Constitución', '?', 'El', '@PPopular', 'debería', 'repasarla', ',', 'la', 'tiene', 'olvidada', 'https', ':', '/', '/', 't', '.', 'co', '/', 'wuDAFdtSCJ'];[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['El', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'FcOyTWZMr9', '*Transparentes', 'https', ':', '/', '/', 't', '.', 'co', '/', 's1EXEv9r1Q'];[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@agarzon', 'No', ',', 'lo', 'digo', 'porque', 'Messi', 'no', 'sabe', 'ni', 'lo', 'que', 'gana', ',', 'solo', 'se', 'dedica', 'a', 'jugar', 'al', 'futbol', ',', 'y', 'compararlo', 'con', 'el', 'ladrón', 'de', 'Botín', 'es', 'de', 'necios'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]
['', '@sanchezcastejon', ':', 'Tras', 'apoyar', 'a', 'nuestros', 'candidatos', 'en', 'Ourense', ',', 'de', 'camino', 'a', 'la', 'Feria', 'del', 'Libro', 'en', 'Ponferrada', '', 'a', 'montarse', 'en', 'la', 'noria'];[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PSOE', 'y', 'luego', 'Podemos', 'son', 'los', 'populistas', ',', 'anda', 'a', 'pastar', 'que', 'esto', 'ni', 'es', 'viable', 'ni', 'vais', 'a', 'hacerlo'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@MVTARDE', '@PPopular', 'mas', 'bien', 'corrompida'];[0, 1, 0, 0, 0]
['Encuentran', 'a', '@sanchezcastejon', 'en', 'Tenerife', ',', 'en', 'San', 'Juan', 'de', 'la', 'Rambla', ',', 'dispuesto', 'a', 'comprar', 'libros', 'y', 'rosas', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['El', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'kPbHVNivnD', '*Transparentes', 'https', ':', '/', '/', 't', '.', 'co', '/', 'AQdVPxHBmu'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@rubenjuans', '@EPMurcia', 'lo', 'dicho', '.', '.', '*PPSOE', 'propuestas', 'inalcanzables', 'y', 'engañosas', ',', 'en', '@UPyD', 'propuestas', 'realistas', 'y', 'de', 'ayuda', 'al', 'desarrollo'];[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
['El', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'qfGyCsj7Bv'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@josepguijarro', '@Albert_Rivera', '@LorenzoFBueno', '@brunocardenosa', 'que', 'orgullo', 'firmar', 'con', 'un', 'señor', 'que', 'dice', 'ciertas', 'cosas', 'sobre', 'inmigración'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
['Estrategias', 'digital', 'públicas', 'en', 'Sanidad', ',', 'tanto', 'del', 'Ministerio', 'como', 'del', 'Ministro', '@AlfonsoAlonsoPP', ',', '\x91', 'innecesario', '\x91', 'http', ':', '/', '/', 't', '.', 'co', '/', 'Wnzl1edljP'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@Delote', '@rosadiezupyd', 'Estrategia', 'Simenone', ':', 'Cuando', 'no', 'puedes', 'con', 'tu', 'rival', 'por', 'las', 'buenas', ',', 'toca', 'defenderse', ',', 'embarrar', 'el', 'campo', 'y', 'juego', 'sucio', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@CiudadanosCs', 'vaya', 'estafa', 'de', 'partido', ',', 'se', 'creen', 'que', 'somos', 'tontos', '.', '*LaHoraAzulPP110', 'https', ':', '/', '/', 't', '.', 'co', '/', 'se1I11CSch'];[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['*HechosNoPalabras', '@UPyD', 'ha', 'reclamado', 'una', 'Ley', 'contra', 'el', 'maltrato', 'animal', ',', 'y', 'endurecer', 'sanciones', 'http', ':', '/', '/', 't', '.', 'co', '/', 'UDA1z17ZrH', 'http', ':', '/', '/', 't', '.', 'co', '/', 'HBiuikennn'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Turno', 'para', 'nuestra', 'candidata', 'a', 'la', 'Asamblea', 'de', 'Madrid', 'por', '@iunida', '@Montse_IzAb', '@IUsanblas', 'http', ':', '/', '/', 't', '.', 'co', '/', 'CTQWD1Aglx'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@PSOE', 'y', 'ya', 'mismo', 'invisibles', '.'];[1, 0, 0, 0, 0, 0]
['.', '@PSOE', 'lanza', 'el', 'mayor', 'Portal', 'de', 'Transparencia', 'de', 'la', 'política', 'española', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'lvJdiSkGJt', '*Transparentes', 'https', ':', '/', '/', 't', '.', 'co', '/', 'J80d1U1HfM'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@davidsoria00', '@ramonmarcos', '@VictorLDelgado', '@UPyD', 'q', 'decir', 'del', 'PP', 'a', 'estas', 'alturas', 'todos', 'debieran', 'estar', 'dimitiendo', 'en', 'bloque'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Os', 'invito', 'a', 'entrar', 'en', 'la', 'web', 'de', 'mi', 'equipo', 'y', 'candidatura', '@UPyD', 'para', 'la', 'Presidencia', 'Com', '.', 'Madrid', 'http', ':', '/', '/', 't', '.', 'co', '/', 'uyqAGX1SGe', 'http', ':', '/', '/', 't', '.', 'co', '/', 'GwZOm1iD1O'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['Contrato', 'Único', 'Indefinido', ':', 'La', 'solución', 'de', '@UPyD', 'para', 'reactivar', ',', 'de', 'verdad', ',', 'el', 'empleo', '.', 'Es', 'momento', 'de', 'innovar', '.', 'http', ':', '/', '/', 't', '.', 'co', '/', 'tpnCoGBWkg'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
['@Herzogoff', '@UPyD', 'No', 'hay', 'base', 'de', 'dinero', 'o', 'legal', 'para', 'recurrir', '?'];[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
