text_tokens;tags;polarities
['Estupenda', 'cena', 'el', 'sábado', 'por', 'la', 'noche', 'con', 'un', 'bono', 'de', 'Groupalia', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Hoy', 'y', 'mañana', 'sigue', 'estando', 'la', 'oferta', ',', 'pero', 'si', 'alguno', 'quiere', 'comprarla', '.', '40', '€', 'por', 'un', 'menú', 'degustación', 'con', 'buen', 'producto', ',', 'muy', 'bien', 'cocinado', 'e', 'incluido', 'gin', '-', 'tonic', ',', 'creo', 'que', 'es', 'imbatible', '.', 'Eso', 'sí', ',', 'para', 'mi', 'gusto', 'el', 'gin', 'tonic', 'mejor', 'sin', 'violeta', ',', 'aunque', 'soy', 'un', 'amante', 'de', 'los', 'caramelos', 'de', 'violeta', ',', 'mejor', 'cada', 'cosa', 'en', 'su', 'sitio', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Sin', 'ofrecernos', 'la', 'carta', 'de', 'menús', 'nos', 'dan', 'la', 'carta', 'de', 'platos', ',', 'supongo', 'a', 'ver', 'si', 'cuela', ',', 'hasta', 'que', 'preguntamos', 'por', 'los', 'menús', ',', 'que', 'entonces', 'nos', 'explican', 'las', 'excelencias', 'de', 'sus', 'menús', ',', 'que', 'no', 'es', 'de', 'mala', 'calidad', 'aunque', 'pedimos', 'una', 'botella', 'de', 'vino', 'de', 'la', 'carta', ',', 'ya', 'que', 'no', 'se', 'puede', 'elegir', 'color', ',', 'pero', 'el', 'servicio', 'no', 'nos', 'parece', 'acorde', 'con', 'la', 'supuesta', 'calidad', 'del', 'restaurante', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'local', 'es', 'estrecho', 'y', 'alargado', 'por', 'lo', 'que', 'al', 'fondo', 'es', 'difícil', 'comunicarse', 'sin', 'gritar', 'sí', 'está', 'lleno', ',', 'como', 'es', 'el', 'caso', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Excelentes', 'istalaciones', ',', 'muy', 'buena', 'atención', 'e', 'inmejorable', 'cocina', '…', 'digno', 'de', 'probar', '.'];[0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Tiene', '6', 'meses', ',', 'estabamos', 'en', 'todo', 'el', 'restaurante', 'unas', '13', 'personas', 'y', 'tres', 'camareras', 'y', 'el', 'servicio', 'FUE', 'PENOSO', 'mucho', 'guante', 'blanco', 'puesto', 'pero', 'te', 'dejan', 'los', 'mismos', 'cubiertos', 'de', 'los', 'entrantes', 'hasta', 'los', 'postres', ',', 'los', 'platos', 'se', 'acumulan', 'en', 'el', 'centro', 'de', 'la', 'mesa', 'y', 'no', 'te', 'los', 'quitan', ',', 'necesita', 'pan', 'y', 'tienes', 'casi', 'que', 'rogarlo', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Las', 'raciones', 'escasas', 'para', 'lo', 'que', 'te', 'cobran', ',', 'por', 'ejemplo', 'una', 'plato', 'con', 'tres', 'colmenillas', 'con', 'foi', 'y', 'tres', 'corazones', 'de', 'alcachofas', 'rebozado', 'en', 'tempura', 'te', 'sablean', '22', 'euros', 'y', 'el', 'solomillo', 'no', 'llega', 'escasamente', 'a', 'los', '60', 'gramos', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Eso', 'si', 'mucha', 'mariconada', 'de', 'caramelos', 'con', 'lagrimas', 'de', 'acite', 'pero', 'como', 'se', 'te', 'caiga', 'un', 'cubierto', 'o', 'avisas', 'a', 'la', 'camarera', ',', 'si', 'la', 'pillas', ',', 'o', 'te', 'lo', 'limpias', 'tu', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['He', 'estado', 'en', 'diversas', 'ocasiones', 'realizando', 'el', 'circuito', 'termal', 'y', 'luego', 'hemos', 'comido', 'en', 'el', 'restaurante', '.', 'La', 'comida', 'nos', 'aparecido', 'buena', 'a', 'las', 'personas', 'que', 'hemos', 'estado', 'comiendo', ',', 'eso', 'si', 'nunca', 'hemos', 'comido', 'el', 'menu', ',', 'siempre', 'que', 'hemos', 'comido', 'nos', 'hemos', 'dejado', 'aconsejar', 'por', 'la', 'persona', 'que', 'nos', 'a', 'atendido', 'en', 'la', 'mesa', ',', 'normalmente', 'hemos', 'compartido', 'unos', 'entrantes', 'y', 'luego', 'cada', 'uno', 'a', 'elegido', 'lo', 'que', 'deseaba', '.', 'Lo', 'cierto', 'es', 'que', 'muy', 'bien', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Nosotros', 'también', 'pasamos', 'un', 'par', 'de', 'noches', 'en', 'el', 'Balneario', 'con', 'circuito', 'y', 'pensión', 'completa', 'y', 'desde', 'luego', 'los', 'menús', 'dejaron', 'bastante', 'que', 'desear', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1]
['Yo', 'voy', 'mucho', 'al', 'Balneario', 'Paracuellos', 'de', 'Jiloca', ',', 'y', 'la', 'comida', 'que', 'me', 'dan', 'siempre', 'es', 'ESTUPENDA', ',', 'te', 'ponen', 'mucha', 'cantidad', 'y', 'ademas', 'con', 'calidad', '.', 'La', 'relación', 'calidad', 'precio', 'esta', 'muy', 'bien', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Comimos', 'en', 'el', 'comedor', 'del', 'balneario', 'que', 'por', 'cierto', 'es', 'de', 'felicitar', 'la', 'comida', ',', 'que', 'bien', 'comimos', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['comimos', 'tambien', 'y', 'la', 'comida', 'es', 'ESTUPENDA', ',', 'te', 'dan', 'a', 'elejir', 'además', 'la', 'comida', 'esta', 'buenisima', '.!!!'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1]
['La', 'atencion', 'de', 'todo', 'el', 'personal', 'de', 'recepción', ',', 'del', 'comedor', ',', 'del', 'balneario', 'es', 'buenisima', 'te', 'hacen', 'sentir', 'muy', 'comoda', 'y', 'como', 'en', 'casa', '.'];[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'comida', 'muy', 'buena', 'y', 'abundante', 'además', 'el', 'día', 'de', 'antes', 'te', 'dan', 'a', 'elegir', 'que', 'quieres', 'comer', 'el', 'día', 'siguiente', '.', 'Nos', 'gusto', 'todo', 'mucho', 'y', 'pronto', 'volveremos', '!!!'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['1', '/', '02', '/', '2012', 'No', 'se', 'como', 'puede', 'la', 'gente', 'quejarse', 'de', 'la', 'comida', 'en', 'el', 'restaurante', 'del', 'balneario', ',', 'nosotros', 'estuvimos', '9', 'dias', 'y', 'la', 'comida', 'fue', 'variada', 'muy', 'abundante', 'y', 'exquisita', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1]
['La', 'atencion', 'de', 'las', 'camareras', 'excepcional', ',', 'volveremos', 'aunque', 'solo', 'sea', 'por', 'la', 'atencion', 'recibida', 'gracias', 'a', 'todo', 'el', 'personal', 'por', 'vuestra', 'atencion', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Es', 'una', 'apreciación', ',', 'pero', 'el', 'conejo', 'al', 'ajillo', ',', 'precisamente', 'se', 'cocina', 'así', ',', 'con', 'el', 'aceitito', 'de', 'haberlo', 'cocinado', ',', 'que', 'lleva', 'todo', 'el', 'sabor', '.'];[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, 1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['ES', 'el', 'balneario', 'donde', 'peor', 'hemos', 'comido', 'con', 'diferencia', 'de', 'los', 'demás', 'que', 'conozco', ',', 'mala', 'elaboración', ',', 'poca', 'variedad', 'ni', 'tan', 'siquiera', 'los', 'desayunos', 'son', 'apetecibles'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]
['En', 'cuanto', 'a', 'lo', 'que', 'es', 'la', 'comida', ',', 'sinceramente', 'no', 'está', 'mal', '.'];[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]
['No', 'son', 'platos', 'rimbombantes', '(', 'ya', 'varias', 'personas', 'me', 'han', 'dicho', 'que', 'es', 'mejor', 'la', 'comida', 'de', 'Alhama', 'de', 'Aragón', '),', 'pero', 'se', 'dejan', 'comer', 'y', 'estaban', 'bien', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Yo', 'recuerdo', 'que', 'pedí', 'chipirones', 'guisados', 'y', 'estaban', 'muy', 'buenos', ',', 'como', 'un', 'puré', 'de', 'marisco', 'que', 'estaba', 'riquísimo', '.'];[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0];[-1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Aunque', 'fuera', 'más', 'o', 'menos', 'normal', 'el', 'resto', '(', 'los', 'entremeses', 'de', 'balneario', 'sí', 'son', 'los', 'mismos', 'que', 'los', 'que', 'aparecen', 'en', 'la', 'foto', '),', 'se', 'dejaba', 'comer', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Servicio', 'amable', 'y', 'correcto', ',', 'algo', 'lento', 'la', 'cocina', ',', 'tal', 'vez', 'habia', 'una', 'gran', 'ocupación', '.'];[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Comida', ',', 'entrantes', 'correctos', 'salvo', 'los', 'pinchos', 'mal', ',', 'el', 'arroz', 'caldoso', 'de', 'cigalas', 'bien', '.'];[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0];[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Es', 'un', 'restaurante', 'muy', 'profesional', 'con', 'una', 'buena', 'calidad', 'de', 'cocina', 'y', 'una', 'mejor', 'relacion', 'calidad', '/', 'precio', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'esta', 'por', 'debajo', 'de', 'lo', 'anterior', ',', 'pero', 'el', 'conjunto', 'es', 'bueno', 'y', 'muy', 'recomendable'];[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1];[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Un', 'servicio', 'y', 'una', 'comida', 'más', 'que', 'correcto', '.'];[0, 1, 0, 0, 1, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1]
['Repetiría', 'de', 'local', 'a', 'la', 'hora', 'de', 'celebrar', 'otra', 'cena', 'de', 'grupo', '.'];[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Buen', 'menú', 'desgustación', '.'];[0, 1, 1, 0];[-1, 1, 1, -1]
['La', 'calidad', 'de', 'la', 'comida', 'es', 'muy', 'buena', 'así', 'como', 'el', 'servicio', '.'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'pasado', 'sábado', 'cenamos', 'con', 'unas', 'amigas', ',', 'nos', 'invitaron', 'a', 'una', 'copa', 'de', 'capa', 'y', 'la', 'comida', 'fue', 'excelente', 'así', 'como', 'abundante', ',', 'muy', 'buena', 'relación', 'calidad', 'precio', 'y', 'el', 'comedor', 'muy', 'agradable', 'asi', 'como', 'el', 'servicio', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Hicimos', 'un', 'menú', 'de', 'grupo', 'y', 'resultó', 'superescaso', 'con', 'una', 'ración', 'de', 'pescado', 'que', 'daba', 'risa', 'verla', '.'];[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0];[-1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'solomilloo', 'debia', 'ser', 'de', 'bisabuelo', 'porque', 'estaba', 'malisimo', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'comida', 'muy', 'buena', 'y', 'muy', 'buen', 'trato', '.'];[0, 1, 0, 0, 0, 0, 0, 1, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1]
['El', 'trato', 'de', 'los', 'camareros', 'hacia', 'los', 'clientes', 'fue', 'bastante', 'malo', ':', 'bordes', ',', 'malas', 'caras', ',', 'etc', '...'];[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'comida', 'fatal', 'y', 'para', 'colmo', 'el', 'precio', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1, -1, -1]
['Estuve', 'el', 'pasado', 'viernes', 'por', 'la', 'noche', ',', 'fue', 'increible', ',', 'el', 'servicio', 'de', 'los', 'camareros', 'impecble', 'y', 'muy', 'simpáticos', ',', 'la', 'comida', 'muy', 'lograda', ',', 'muy', 'recomedable', 'a', 'la', 'vez', 'que', 'muy', 'acogedor'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['realmente', 'ha', 'sido', 'todo', 'un', 'hallazgo', ',', 'en', 'pleno', 'centro', 'de', 'barcelona', ',', 'un', 'local', 'donde', 'se', 'coma', 'buen', 'menu', 'tanto', 'en', 'dias', 'laborables', 'como', 'en', 'festivo', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['San', 'Jordi', 'ha', 'sido', 'la', 'prueba', 'con', 'toda', 'la', 'familia', ',', 'y', 'salio', 'redondo', ',', 'un', 'buen', 'servicio', 'con', 'un', 'buen', 'precio', 'y'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['buen', 'servicio', 'menu', 'excelente'];[0, 1, 1, 0];[-1, 1, -1, -1]
['Cena', 'para', 'dos', 'con', 'una', 'muy', 'buena', 'atencion', 'del', 'servicio', ',', 'encontramos', 'un', 'restaurante', 'tranquilo', 'y', 'acogedor', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'comida', ',', 'en', 'nuestro', 'caso', 'una', 'ensalada', 'xato', 'para', 'compartir', 'y', 'un', 'magret', 'de', 'pato', ',', 'excelente', '!'];[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, 1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Nos', 'presentamos', 'con', 'la', 'intención', 'de', 'elegir', 'platos', 'a', 'la', 'carta', ',', 'pero', 'nos', 'presentaron', 'un', 'menú', 'muy', 'correcto', 'y', 'a', 'precio', 'ajustado', ',', 'por', 'lo', 'que', 'ésa', 'fue', 'nuestra', 'selección', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Los', 'platos', 'muy', 'correctos', 'en', 'presentación', 'cantidad', 'y', 'sabores', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1]
['El', 'servicio', 'y', 'atención', 'muy', 'bien', '.'];[0, 1, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1]
['La', 'ración', 'un', 'poco', 'corta', 'para', 'lo', 'que', 'se', 'cobra', 'por', 'plato', ',', 'aunque', 'bien', 'confeccionada', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Muy', 'buen', 'trato', ',', 'muy', 'buena', 'comida', ',', 'un', 'sitio', 'ideal', 'para', 'ir', 'de', 'menú', 'comiendo', 'calidad', '.'];[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0];[-1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['Como', 'siempre', 'han', 'estado', 'a', 'la', 'altura', ',', 'calidad', 'precio', 'perfecto', 'y', 'servicio', 'inmejorable', ',', 'extremadamente', 'amables', '.'];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0];[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1]
['Muy', 'cómoda', 'la', 'situación', 'para', 'trasladarse', 'con', 'transporte', 'público', ',', 'metro', 'y', 'bus', 'al', 'lado', '.'];[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
['La', 'atención', 'al', 'cliente', 'no', 'es', 'la', 'correcta', 'y', 'la', 'comida', 'no', 'está', 'a', 'l', '´', 'altura', 'del', 'precio', '.'];[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0];[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]
"['La', 'atención', 'buena', ',', 'pero', 'el', 'resto', 'fatal', ';']";[0, 1, 0, 0, 0, 0, 0, 0, 0];[-1, 1, -1, -1, -1, -1, -1, -1, -1]
