texto;aspecto;sentiment;review
Lugar agradable, buen servicio y platos con nota media-alta y con una buena relación calidad.;Lugar;1;Lugar agradable, buen servicio buena relación
Lugar agradable, buen servicio y platos con nota media-alta y con una buena relación calidad.;servicio;1;Lugar agradable, buen servicio y platos con buena relación
Lugar agradable, buen servicio y platos con nota media-alta y con una buena relación calidad.;platos;1;buen servicio y platos con nota buena
Lugar agradable, buen servicio y platos con nota media-alta y con una buena relación calidad.;platos;1;buen servicio y platos con nota buena
Recomendado.;vacio;1;Recomendado.
Servicio atento y eficiente, ambiente agradable.;Servicio;1;Servicio atento y eficiente, ambiente
Servicio atento y eficiente, ambiente agradable.;ambiente;1;Servicio atento y eficiente, ambiente agradable.
Plato degustación: un poco abundante de más, pero bien cocinado.;Plato;1;Plato degustación: un poco abundante de
"Únicos comentarios crítico: luz escasa para un restaurante; aquí prima la decoración sobre la función.";luz;0;"Únicos comentarios crítico: luz escasa para un restaurante;"
Por lo demás, muy recomendable.;vacio;1;Por lo demás, muy recomendable.
Óptima relación calidad en el menú de mediodía, en un local chic muy bien ambientado.;menú;1;Óptima relación calidad en el menú de mediodía,
Óptima relación calidad en el menú de mediodía, en un local chic muy bien ambientado.;menú;1;Óptima relación calidad en el menú de mediodía,
Óptima relación calidad en el menú de mediodía, en un local chic muy bien ambientado.;local;1;relación en mediodía, un local chic muy bien ambientado.
El ambiente muy agradable, el servicio muy atento y la comida muy buena.;ambiente;1;El ambiente muy agradable, el servicio
El ambiente muy agradable, el servicio muy atento y la comida muy buena.;servicio;1;El ambiente muy agradable, el servicio atento y comida
El ambiente muy agradable, el servicio muy atento y la comida muy buena.;comida;1;muy el servicio atento y la comida buena.
Absolutamente recomendable.;vacio;1;Absolutamente recomendable.
Muy recomendable, por ambiente y comida.;ambiente;1;Muy recomendable, por ambiente y comida.
Muy recomendable, por ambiente y comida.;comida;1;por ambiente y comida.
Ambiente cálido y agradable.;Ambiente;1;Ambiente cálido y agradable.
Servicio amable y cocina muy correcta.;Servicio;1;Servicio amable y cocina
Servicio amable y cocina muy correcta.;cocina;1;Servicio amable y cocina muy correcta.
Restaurante muy agradable y buena comida.;Restaurante;1;Restaurante muy agradable y comida.
Restaurante muy agradable y buena comida.;comida;1;Restaurante muy agradable y buena comida.
Estuvimos cenando tres personas y nos gusto mucho.;vacio;1;Estuvimos cenando tres personas y nos gusto mucho.
Buen ambiente, muy buen servicio y muy buena comida.;ambiente;1;Buen ambiente, muy buen servicio buena
Buen ambiente, muy buen servicio y muy buena comida.;servicio;1;Buen ambiente, muy buen servicio y buena comida.
Buen ambiente, muy buen servicio y muy buena comida.;comida;1;muy buen servicio y buena comida.
Y el local esta muy bien decorado y es muy acogedor.;local;1;Y el local esta muy bien decorado y es acogedor.
Un lugar que te hace sentir como en casa.;lugar;1;Un lugar que te hace
Comida excelente, producto inmejorable y un servicio correcto.;Comida;1;Comida excelente, producto inmejorable servicio
Comida excelente, producto inmejorable y un servicio correcto.;producto;1;Comida excelente, producto inmejorable y un servicio
Comida excelente, producto inmejorable y un servicio correcto.;servicio;1;Comida excelente, producto inmejorable y un servicio correcto.
Si he de encontrar alguna pega las mesas estan demasiado juntas.;mesas;0;Si he de encontrar alguna pega las mesas estan demasiado juntas.
Agradable para tomar copas, cockteles y un vinito.;copas;1;Agradable para tomar copas, cockteles y un vinito.
Agradable para tomar copas, cockteles y un vinito.;cockteles;1;para tomar copas, cockteles y un vinito.
Agradable para tomar copas, cockteles y un vinito.;vinito;1;copas, cockteles y un vinito.
Lo recomiendo, no les dejara indiferente.;vacio;1;Lo recomiendo, no les dejara indiferente.
Para empezar el plato y la servilleta tenían carbonilla negra.;plato;0;Para empezar el plato y la servilleta
Para empezar el plato y la servilleta tenían carbonilla negra.;servilleta;0;el plato y la servilleta tenían carbonilla negra.
El changet era salmuera.;changet;0;El changet era salmuera.
Las croquetas literalmente nos las tiró en la mesa sin decir ni mu la camarera, porque por la puerta estaba entrando un amigo suyo con el cual se sentó a conversar.;camarera;0;las la sin decir ni mu camarera, porque por entrando
Cuando llegó el arroz, le recordé la salsa y no se dignó contestarme.;vacio;0;Cuando llegó el arroz, le recordé la salsa y no se dignó contestarme.
Empecé a comer, para que no se enfriase la ración más bien escasa y oh sorpresa  era también una  salmuera anegada en tinta.;ración;0;para que no se enfriase la ración más bien escasa sorpresa
Empecé a comer, para que no se enfriase la ración más bien escasa y oh sorpresa  era también una  salmuera anegada en tinta.;ración;0;para que no se enfriase la ración más bien escasa sorpresa
en ese momento se dio cuenta de su comportamiento negligente y ensayo una disculpa por su falta total de profesionalidad y de atención.;vacio;0;en ese momento se dio cuenta de su comportamiento negligente y ensayo una disculpa por su falta total de profesionalidad y de atención.
sorprendente, es como estar en new york y paris a la vez, decoracion espectacular, personal increible y su comida fresca de mercado me fascino, se los recomiendo chicos, suerte.;decoracion;1;en new york paris a la vez, decoracion espectacular, personal increible
sorprendente, es como estar en new york y paris a la vez, decoracion espectacular, personal increible y su comida fresca de mercado me fascino, se los recomiendo chicos, suerte.;personal;1;en new york y paris a vez, decoracion espectacular, personal increible su
sorprendente, es como estar en new york y paris a la vez, decoracion espectacular, personal increible y su comida fresca de mercado me fascino, se los recomiendo chicos, suerte.;comida;1;y increible su comida fresca de mercado me fascino,
sorprendente, es como estar en new york y paris a la vez, decoracion espectacular, personal increible y su comida fresca de mercado me fascino, se los recomiendo chicos, suerte.;vacio;1;sorprendente, es como estar en new york y paris a la vez, decoracion espectacular, personal increible y su comida fresca de mercado me fascino, se los recomiendo chicos, suerte.
Estaba todo riquísimo y los camareros muy amables;vacio;1;Estaba todo riquísimo y los camareros muy amables
Estaba todo riquísimo y los camareros muy amables;camareros;1;Estaba todo riquísimo y los camareros muy amables
Hola JOse nosotros hemos estado varías veces en Pelentos de Sandiniés, y opino como tú, que es un comedor muy recomendable.;comedor;1;como tú, que es un comedor muy recomendable.
Por si quieres actualizar tú  información ahora tienen un Menu de Primavera por 19 euros y menú infantil por 15 euros que esta genial, te recomiendo volver, igual que hago yo y asi a lo mejor se juzga con más equidad (nosotros ya tenemos mesa reservada para el día 28 de Abril, celebramos mi cumple) ;vacio;1;Por si quieres actualizar tú  información ahora tienen un Menu de Primavera por 19 euros y menú infantil por 15 euros que esta genial, te recomiendo volver, igual que hago yo y asi a lo mejor se juzga con más equidad (nosotros ya tenemos mesa reservada para el día 28 de Abril, celebramos mi cumple) 
Por si quieres actualizar tú  información ahora tienen un Menu de Primavera por 19 euros y menú infantil por 15 euros que esta genial, te recomiendo volver, igual que hago yo y asi a lo mejor se juzga con más equidad (nosotros ya tenemos mesa reservada para el día 28 de Abril, celebramos mi cumple) ;Menu;1;quieres tú información ahora tienen un Menu de Primavera por euros te a lo juzga el celebramos
Por si quieres actualizar tú  información ahora tienen un Menu de Primavera por 19 euros y menú infantil por 15 euros que esta genial, te recomiendo volver, igual que hago yo y asi a lo mejor se juzga con más equidad (nosotros ya tenemos mesa reservada para el día 28 de Abril, celebramos mi cumple) ;menú;1;por 19 euros y menú infantil yo ya
Fuimos recomendados a cenar en Nochebuena y nos llevamos una gran decepción: no sólo las materias primas dejaban mucho que desear (revuelto de gambas y setas de bolsa precongelada) sino que las cantidades eran irrisorias para el precio.;materias;0;nos no sólo las materias primas dejaban mucho desear irrisorias
Fuimos recomendados a cenar en Nochebuena y nos llevamos una gran decepción: no sólo las materias primas dejaban mucho que desear (revuelto de gambas y setas de bolsa precongelada) sino que las cantidades eran irrisorias para el precio.;cantidades;0;las que sino cantidades eran irrisorias para precio.
Fuimos recomendados a cenar en Nochebuena y nos llevamos una gran decepción: no sólo las materias primas dejaban mucho que desear (revuelto de gambas y setas de bolsa precongelada) sino que las cantidades eran irrisorias para el precio.;vacio;0;Fuimos recomendados a cenar en Nochebuena y nos llevamos una gran decepción: no sólo las materias primas dejaban mucho que desear (revuelto de gambas y setas de bolsa precongelada) sino que las cantidades eran irrisorias para el precio.
Fuimos recomendados a cenar en Nochebuena y nos llevamos una gran decepción: no sólo las materias primas dejaban mucho que desear (revuelto de gambas y setas de bolsa precongelada) sino que las cantidades eran irrisorias para el precio.;vacio;0;Fuimos recomendados a cenar en Nochebuena y nos llevamos una gran decepción: no sólo las materias primas dejaban mucho que desear (revuelto de gambas y setas de bolsa precongelada) sino que las cantidades eran irrisorias para el precio.
El bacalao al horno (especialidad de la casa) resultó acorchado y duro, así como el plato de ciervo (26euros el plato) se presentó escaso y apenas sin guarnición.En definitiva, se le presume una calidad avalada por galardones varios y nos hemos encontrado una comida bastante mediocre. ;bacalao;0;El bacalao al horno resultó acorchado presentó
El bacalao al horno (especialidad de la casa) resultó acorchado y duro, así como el plato de ciervo (26euros el plato) se presentó escaso y apenas sin guarnición.En definitiva, se le presume una calidad avalada por galardones varios y nos hemos encontrado una comida bastante mediocre. ;plato;0;de acorchado duro, así como el plato ciervo plato)
El bacalao al horno (especialidad de la casa) resultó acorchado y duro, así como el plato de ciervo (26euros el plato) se presentó escaso y apenas sin guarnición.En definitiva, se le presume una calidad avalada por galardones varios y nos hemos encontrado una comida bastante mediocre. ;comida;0;y una nos hemos encontrado comida bastante mediocre.
Hola , quiero dejar mi opinión sobre este restaurante en la única visita que he hecho , coincido plenamente con el Sr. Aranda en que la cantidad es bastante escasa en algunos platos en relación con su precio .;platos;0;en que con cantidad es bastante escasa algunos platos relación precio
Hola , quiero dejar mi opinión sobre este restaurante en la única visita que he hecho , coincido plenamente con el Sr. Aranda en que la cantidad es bastante escasa en algunos platos en relación con su precio .;platos;0;en que con cantidad es bastante escasa algunos platos relación precio
Así mismo he de resaltar que los entrantes estaban en su mayoría fríos y unos pimientos no se podían comer porque simplemente los habían sacado del frigorífico a la mesa.;entrantes;0;resaltar que los entrantes estaban en su mayoría fríos pimientos
Así mismo he de resaltar que los entrantes estaban en su mayoría fríos y unos pimientos no se podían comer porque simplemente los habían sacado del frigorífico a la mesa.;pimientos;0;que entrantes estaban mayoría fríos y unos pimientos no se podían
La verdad que la calidad es alta, pero se podrían corregir esos errores para que la satisfacción fuera mayor así como dar una mayor cantidad de producto . ;vacio;1;La verdad que la calidad es alta, pero se podrían corregir esos errores para que la satisfacción fuera mayor así como dar una mayor cantidad de producto . 
La verdad que la calidad es alta, pero se podrían corregir esos errores para que la satisfacción fuera mayor así como dar una mayor cantidad de producto . ;vacio;0;La verdad que la calidad es alta, pero se podrían corregir esos errores para que la satisfacción fuera mayor así como dar una mayor cantidad de producto . 
Ciertamente fue desilusionante, debido, en especial, a la escasez en los segundos platos en relación con los precios.;egundos;0;
Ciertamente fue desilusionante, debido, en especial, a la escasez en los segundos platos en relación con los precios.;segundos;0;en a la escasez los segundos platos relación precios.
Ciertamente fue desilusionante, debido, en especial, a la escasez en los segundos platos en relación con los precios.;vacio;0;Ciertamente fue desilusionante, debido, en especial, a la escasez en los segundos platos en relación con los precios.
La factura es elevada, lo cual ya esperábamos, aunque no tanto.;factura;0;La factura es elevada, lo esperábamos,
"No importaba mucho que fuera del grigo, dado que el agua de la zona es excelente; pero por ello se nos facturó 2,50 euros.";vacio;0;"No importaba mucho que fuera del grigo, dado que el agua de la zona es excelente; pero por ello se nos facturó 2,50 euros."
Mi esposa, ciertamente, al revisar la factura y descubrir esto último, se llevó un buen disgusto, pues considerábamos a Casa Pelentós uno de nuestros pocos refugios pirenaicos para cuando saliéramos de casa, ya que vivimos muy cerca.;factura;0;al revisar la factura y descubrir esto ya
Obviamente, por los 2,50 euros cobrados por el agua del grifo, han perdido a dos clientes. ;agua;0;por cobrados el agua del grifo, han
¡Excelente cena!;cena;1;cena!
Hacía mucho tiempo que un restaurante en Zaragoza no me sorprendía de esta manera: Gran calidad del producto, numerosos detalles, puntos de cocción perfectos en casi todos los platos, raciones abundantes y un precio elevado pero ajustado a la calidad.El servicio fue atento y educado aunque tuvo algún pequeño fallo (como servir la segunda botella de vino en las copas en que aún quedaba algo de la anterior)De comienzo una buena variedad de panes (pizza, oliva verde, oliva negra, …) con un cuenquito de aceite de oliva con tomate mozzarella y albahaca.;producto;1;Gran calidad del producto, numerosos detalles, puntos raciones precio
Hacía mucho tiempo que un restaurante en Zaragoza no me sorprendía de esta manera: Gran calidad del producto, numerosos detalles, puntos de cocción perfectos en casi todos los platos, raciones abundantes y un precio elevado pero ajustado a la calidad.El servicio fue atento y educado aunque tuvo algún pequeño fallo (como servir la segunda botella de vino en las copas en que aún quedaba algo de la anterior)De comienzo una buena variedad de panes (pizza, oliva verde, oliva negra, …) con un cuenquito de aceite de oliva con tomate mozzarella y albahaca.;detalles;1;de Gran calidad del producto, numerosos detalles, puntos cocción raciones precio
Hacía mucho tiempo que un restaurante en Zaragoza no me sorprendía de esta manera: Gran calidad del producto, numerosos detalles, puntos de cocción perfectos en casi todos los platos, raciones abundantes y un precio elevado pero ajustado a la calidad.El servicio fue atento y educado aunque tuvo algún pequeño fallo (como servir la segunda botella de vino en las copas en que aún quedaba algo de la anterior)De comienzo una buena variedad de panes (pizza, oliva verde, oliva negra, …) con un cuenquito de aceite de oliva con tomate mozzarella y albahaca.;raciones;1;un Gran calidad producto, detalles, puntos todos los platos, raciones abundantes y precio una
Hacía mucho tiempo que un restaurante en Zaragoza no me sorprendía de esta manera: Gran calidad del producto, numerosos detalles, puntos de cocción perfectos en casi todos los platos, raciones abundantes y un precio elevado pero ajustado a la calidad.El servicio fue atento y educado aunque tuvo algún pequeño fallo (como servir la segunda botella de vino en las copas en que aún quedaba algo de la anterior)De comienzo una buena variedad de panes (pizza, oliva verde, oliva negra, …) con un cuenquito de aceite de oliva con tomate mozzarella y albahaca.;vacio;1;Hacía mucho tiempo que un restaurante en Zaragoza no me sorprendía de esta manera: Gran calidad del producto, numerosos detalles, puntos de cocción perfectos en casi todos los platos, raciones abundantes y un precio elevado pero ajustado a la calidad.El servicio fue atento y educado aunque tuvo algún pequeño fallo (como servir la segunda botella de vino en las copas en que aún quedaba algo de la anterior)De comienzo una buena variedad de panes (pizza, oliva verde, oliva negra, …) con un cuenquito de aceite de oliva con tomate mozzarella y albahaca.
Hacía mucho tiempo que un restaurante en Zaragoza no me sorprendía de esta manera: Gran calidad del producto, numerosos detalles, puntos de cocción perfectos en casi todos los platos, raciones abundantes y un precio elevado pero ajustado a la calidad.El servicio fue atento y educado aunque tuvo algún pequeño fallo (como servir la segunda botella de vino en las copas en que aún quedaba algo de la anterior)De comienzo una buena variedad de panes (pizza, oliva verde, oliva negra, …) con un cuenquito de aceite de oliva con tomate mozzarella y albahaca.;puntos;1;de Gran calidad del producto, numerosos detalles, puntos cocción perfectos platos, raciones precio
Como entrantes compartimos:- un carpaccio de buey de Kobe, excelente, sabrosísimo.- una tempura de comenillas rellenas de foie y alchofas- una cola entera de bogavante a la plancha con salsa de su coral (muy sabrosa, aunque un poco pasada de punto)Antes del segundo la casa nos ofreció un pinco de membrillo y queso en tempura presentado en un palo de canela encendido.;carpaccio;1;Como entrantes compartimos:- un carpaccio de buey una del
Muy original presentación y muy lograda la combinación.Los segundos fueron un poco más tradicionales:;presentación;1;Muy original presentación y muy lograda
Muy original presentación y muy lograda la combinación.Los segundos fueron un poco más tradicionales:;combinación;1;y muy lograda la segundos fueron
Extraordinario sabor y textura.;sabor;1;Extraordinario sabor y textura.
Extraordinario sabor y textura.;textura;1;Extraordinario sabor y textura.
Gran taco de rape cocido en su punto y muy sabroso.;taco;1;Gran taco de rape cocido
Tal vez pod´ria haber estado un poco menos hecho, pero muy sabroso y también acompañado por un excelente puré.;puré;1;un también acompañado por excelente puré.
Espectacular y muy sabroso.;vacio;1;Espectacular y muy sabroso.
Un buen sitio, a seguir.;sitio;1;Un buen sitio, a seguir.
Si mantienen el nivel de innovación y calidad puede ser un soplo de aire fresco en Zaragoza.;vacio;1;Si mantienen el nivel de innovación y calidad puede ser un soplo de aire fresco en Zaragoza.
Las mesas son grandes y el espacio entre ellas es bastante amplio.;mesas;1;Las mesas son grandes y amplio.
El restaurante estaba bastante lleno (aunque no completo) y sin embargo estuvimos muy tranquilos, con casi total intimidad.;vacio;1;El restaurante estaba bastante lleno (aunque no completo) y sin embargo estuvimos muy tranquilos, con casi total intimidad.
Creo que la ventilación era bastante buena, aunque  no sé lo que ocuriría si hubiera mayor número de fumadores o más compulsivos. ;ventilación;1;Creo que la ventilación era bastante buena, sé
Es una cocina bastante tradicional en los conceptos pero los aliña con procedimientos de cocina modernos y bien aplicados, junto con presentaciones creativas.;procedimientos;1;cocina los pero aliña con procedimientos de modernos
Es una cocina bastante tradicional en los conceptos pero los aliña con procedimientos de cocina modernos y bien aplicados, junto con presentaciones creativas.;presentaciones;1;Es una cocina tradicional conceptos aliña con aplicados, junto presentaciones creativas.
Lo más destacable para mí es el uso de la cocción a baja temperatura en muchos platos y presentaciones espetaculares y trabajadas. ;presentaciones;1;en muchos platos y presentaciones espetaculares trabajadas.
Lo más destacable para mí es el uso de la cocción a baja temperatura en muchos platos y presentaciones espetaculares y trabajadas. ;cocción;1;destacable es el uso de la cocción a baja temperatura platos
Decepcionante experiencia.La carta de vinos que parece completa en la oferta, en el apartado internacional nada de nada no disponen de ninguna de las referencias.;experiencia;0;Decepcionante carta de
Decepcionante experiencia.La carta de vinos que parece completa en la oferta, en el apartado internacional nada de nada no disponen de ninguna de las referencias.;carta;0;Decepcionante carta de vinos que apartado no disponen ninguna
En el resto tres de los vinos que pedimos agotados, ya desesperados pedimos un rioja el que se pudiera, nos traen un Roda ll 2004, bien, el vino se presenta caliente, en fin bochornosa situación.;vinos;0;En el resto tres de los vinos que pedimos agotados, desesperados se bien, vino presenta caliente, situación.
En el resto tres de los vinos que pedimos agotados, ya desesperados pedimos un rioja el que se pudiera, nos traen un Roda ll 2004, bien, el vino se presenta caliente, en fin bochornosa situación.;Roda;0;el de un nos traen Roda ll 2004, bien, en
La carta es poco atractiva, los calamares a la andaluza imposibles, pimientos de cristal con anchoas, nadando en aceite de calidad mediocre, bacalao con crema de puerros, tapado por una exagerada llamémosla ensalada de rucula, el conjunto del plato mal, paletilla de cordero bien en su ejecución, los postres flojos muy flojos.;carta;0;La carta es poco atractiva, calamares nadando bacalao conjunto postres
La carta es poco atractiva, los calamares a la andaluza imposibles, pimientos de cristal con anchoas, nadando en aceite de calidad mediocre, bacalao con crema de puerros, tapado por una exagerada llamémosla ensalada de rucula, el conjunto del plato mal, paletilla de cordero bien en su ejecución, los postres flojos muy flojos.;calamares;0;carta es poco atractiva, los calamares a la andaluza nadando bacalao conjunto postres
La carta es poco atractiva, los calamares a la andaluza imposibles, pimientos de cristal con anchoas, nadando en aceite de calidad mediocre, bacalao con crema de puerros, tapado por una exagerada llamémosla ensalada de rucula, el conjunto del plato mal, paletilla de cordero bien en su ejecución, los postres flojos muy flojos.;pimientos;0;a la andaluza imposibles, pimientos de cristal con anchoas, del
La carta es poco atractiva, los calamares a la andaluza imposibles, pimientos de cristal con anchoas, nadando en aceite de calidad mediocre, bacalao con crema de puerros, tapado por una exagerada llamémosla ensalada de rucula, el conjunto del plato mal, paletilla de cordero bien en su ejecución, los postres flojos muy flojos.;bacalao;0;carta es poco atractiva, calamares de con nadando calidad mediocre, bacalao crema conjunto del postres
La carta es poco atractiva, los calamares a la andaluza imposibles, pimientos de cristal con anchoas, nadando en aceite de calidad mediocre, bacalao con crema de puerros, tapado por una exagerada llamémosla ensalada de rucula, el conjunto del plato mal, paletilla de cordero bien en su ejecución, los postres flojos muy flojos.;paletilla;1;de del plato mal, paletilla cordero bien
La carta es poco atractiva, los calamares a la andaluza imposibles, pimientos de cristal con anchoas, nadando en aceite de calidad mediocre, bacalao con crema de puerros, tapado por una exagerada llamémosla ensalada de rucula, el conjunto del plato mal, paletilla de cordero bien en su ejecución, los postres flojos muy flojos.;postres;0;carta es poco atractiva, los calamares nadando bacalao conjunto su ejecución, postres flojos muy flojos.
El local aco*edor y bien instalado.;local;1;El local aco*edor y instalado.
Entramos con gran expectación y salimos muy decepcionados. ;vacio;0;Entramos con gran expectación y salimos muy decepcionados. 
Buen restaurante, buen servicio y buena cocina.Pero… al ser tan pequeño, el humo del tabaco te arruina toda la cena.;restaurante;1;Buen restaurante, buen servicio y buena
Buen restaurante, buen servicio y buena cocina.Pero… al ser tan pequeño, el humo del tabaco te arruina toda la cena.;servicio;1;Buen restaurante, buen servicio y buena
Buen restaurante, buen servicio y buena cocina.Pero… al ser tan pequeño, el humo del tabaco te arruina toda la cena.;cocina;1;buen servicio y buena al ser
Buen restaurante, buen servicio y buena cocina.Pero… al ser tan pequeño, el humo del tabaco te arruina toda la cena.;humo;0;tan pequeño, el humo del tabaco te arruina cena.
A ver si cambian pronto la ley y podemos degustar la buena cocina sin alteraciones apestosas como la del tabaco… ;cocina;1;la y podemos degustar buena cocina sin alteraciones apestosas
A ver si cambian pronto la ley y podemos degustar la buena cocina sin alteraciones apestosas como la del tabaco… ;tabaco;0;la como del tabaco…
En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). ;vacio;0;En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). 
En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). ;vacio;0;En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). 
En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). ;vacio;0;En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). 
En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). ;raciones;0;mas parece una cueva, raciones minimas y platos
En dos palabras?-una mierdaEn mas palabras?Caro, hortera, parece una cueva, raciones minimas y platos de lo mas normales.Lo unico de autor, es la foto que realmente es digna del premio a la vergüenza ajena, (…). ;foto;0;unico autor, es la foto que realmente digna
Una vergüenza lo que nos han cobrado, han sugerido los entrantes y nos han cobrado 9 euros por cada plato de pan con tomate.Hemos ido 12 y hemos pagado caso 700 euros y hemos tenido que pedir que nos invitaran a un chupito.;vacio;0;Una vergüenza lo que nos han cobrado, han sugerido los entrantes y nos han cobrado 9 euros por cada plato de pan con tomate.Hemos ido 12 y hemos pagado caso 700 euros y hemos tenido que pedir que nos invitaran a un chupito.
Una vergüenza lo que nos han cobrado, han sugerido los entrantes y nos han cobrado 9 euros por cada plato de pan con tomate.Hemos ido 12 y hemos pagado caso 700 euros y hemos tenido que pedir que nos invitaran a un chupito.;plato;0;nos han cobrado, y cobrado euros por cada plato de pan con
Un plato de jamon de entrante..25 euros??;plato;0;Un plato de jamon
y el pan que no hemos pedido.. en fin os recomiendo a todos que no piseis este sitio porque os cobraran solo por entrar.;sitio;0;que no os piseis este sitio porque cobraran
Por este dinero como de verdad en un sitio en condiciones ;vacio;0;Por este dinero como de verdad en un sitio en condiciones 
es un restaurate unico en zaragoza, es pequeño, comodo y muy privado, la decoracion es perfecta ya que lo hace muy acojedor, el servicio es normal, pero la comida es muy especial y de muy buena calidad.;restaurate;1;es un restaurate unico en zaragoza, pequeño, perfecta normal,
es un restaurate unico en zaragoza, es pequeño, comodo y muy privado, la decoracion es perfecta ya que lo hace muy acojedor, el servicio es normal, pero la comida es muy especial y de muy buena calidad.;restaurate;1;es un restaurate unico en zaragoza, pequeño, perfecta normal,
es un restaurate unico en zaragoza, es pequeño, comodo y muy privado, la decoracion es perfecta ya que lo hace muy acojedor, el servicio es normal, pero la comida es muy especial y de muy buena calidad.;decoracion;1;es muy privado, la decoracion perfecta ya hace
es un restaurate unico en zaragoza, es pequeño, comodo y muy privado, la decoracion es perfecta ya que lo hace muy acojedor, el servicio es normal, pero la comida es muy especial y de muy buena calidad.;comida;1;es muy la normal, pero comida especial calidad.
es un restaurate para repetir mi nota es de 9.;restaurate;1;es un restaurate para repetir mi 9.
Respecto al precio , si lo  comparas con la calidad y el sevicio y la exclusividad esta perfecto , mas si lo comparas con otros restaurates de esta clase en el resto de españa.;vacio;1;Respecto al precio , si lo  comparas con la calidad y el sevicio y la exclusividad esta perfecto , mas si lo comparas con otros restaurates de esta clase en el resto de españa.
solo dijo que es un sitio alucinate,comida sevicio y decoracion, lo que mas me gusto fue la comida ya que es de muy buena calidad, espero que en un futuro se igual y que no cambie.;sitio;1;solo dijo que es un sitio sevicio comida espero
solo dijo que es un sitio alucinate,comida sevicio y decoracion, lo que mas me gusto fue la comida ya que es de muy buena calidad, espero que en un futuro se igual y que no cambie.;comida;1;solo dijo que es un sitio sevicio y decoracion, gusto fue la comida ya calidad, espero
un sitio para repetir y recomendar .;sitio;1;un sitio para repetir y .
del precio, si lo comparas con la calidad , la atenciones y el lugar ,esta a la altura ;vacio;1;del precio, si lo comparas con la calidad , la atenciones y el lugar ,esta a la altura 
recomiendo este sitio.Fui a cenar con mi novio por mi cumple,y samilos encantados,repetiremos seguro.;sitio;1;recomiendo este a cenar
Todo en pequeñas cantidades pero buenísimo,myuy bien cocinado,y el trato perfecto.;vacio;1;Todo en pequeñas cantidades pero buenísimo,myuy bien cocinado,y el trato perfecto.
Todo en pequeñas cantidades pero buenísimo,myuy bien cocinado,y el trato perfecto.;trato;1;Todo cantidades el trato perfecto.
Todo en pequeñas cantidades pero buenísimo,myuy bien cocinado,y el trato perfecto.;vacio;1;Todo en pequeñas cantidades pero buenísimo,myuy bien cocinado,y el trato perfecto.
Gracias¡¡¡ ;vacio;1;Gracias¡¡¡ 
DE VERGÜENZA!!!;vacio;0;DE VERGÜENZA!!!
De segundo a elegir varios platos entre los que se encontraban bacalao, rape, solomillo, cochillino, steak tartar,…Los primeros eran centros que para degustar estaban bien, pero vamos, escasos.;primeros;1;segundo que steak primeros eran centros bien,
De segundo a elegir varios platos entre los que se encontraban bacalao, rape, solomillo, cochillino, steak tartar,…Los primeros eran centros que para degustar estaban bien, pero vamos, escasos.;primeros;0;segundo que steak primeros eran centros bien,
Si de segundo hubiese habido un buen plato no digo ni ‘mu’, pero no.;segundo;0;Si de segundo hubiese habido un plato
Pero de nuevo escasos (y nada nada especiales).;vacio;0;Pero de nuevo escasos (y nada nada especiales).
Pero de nuevo escasos (y nada nada especiales).;vacio;0;Pero de nuevo escasos (y nada nada especiales).
Al final pagamos: 38 por persona, 10 euros por un plato de tomate de la huerta que cultiban ellos (ofrecido de repente teniendo el menú cerrado y sin avisar del precio), 2 euros por café, 5.5 por pacharán (de esto no digo nada, si lo pides lo pagas) y 13 euros por una botella de vino teniendo el menú cerrado.;plato;0;por 10 euros un plato de tomate del una
Al final pagamos: 38 por persona, 10 euros por un plato de tomate de la huerta que cultiban ellos (ofrecido de repente teniendo el menú cerrado y sin avisar del precio), 2 euros por café, 5.5 por pacharán (de esto no digo nada, si lo pides lo pagas) y 13 euros por una botella de vino teniendo el menú cerrado.;café;0;por euros de del 2 café, pacharán
Al final pagamos: 38 por persona, 10 euros por un plato de tomate de la huerta que cultiban ellos (ofrecido de repente teniendo el menú cerrado y sin avisar del precio), 2 euros por café, 5.5 por pacharán (de esto no digo nada, si lo pides lo pagas) y 13 euros por una botella de vino teniendo el menú cerrado.;botella;0;por euros de teniendo y del 13 una botella vino
